indicID,name,period_data,data_value
2070109755,广汽传祺GA5,2014/7/31,719
2070109755,广汽传祺GA5,2014/6/30,346
2070109755,广汽传祺GA5,2014/5/31,350
2070109755,广汽传祺GA5,2014/4/30,234
2070109755,广汽传祺GA5,2014/3/31,246
2070109755,广汽传祺GA5,2014/2/28,937
2070109755,广汽传祺GA5,2014/1/31,388
2070109755,广汽传祺GA5,2013/12/31,1578
2070109755,广汽传祺GA5,2013/11/30,544
2070109755,广汽传祺GA5,2013/10/31,981
2070109755,广汽传祺GA5,2013/9/30,382
2070109755,广汽传祺GA5,2013/8/31,519
2070109755,广汽传祺GA5,2013/7/31,446
2070109755,广汽传祺GA5,2013/6/30,424
2070109755,广汽传祺GA5,2013/5/31,539
2070109755,广汽传祺GA5,2013/4/30,514
2070109755,广汽传祺GA5,2013/3/31,587
2070109755,广汽传祺GA5,2013/2/28,681
2070109755,广汽传祺GA5,2013/1/31,597
2070109755,广汽传祺GA5,2012/12/31,804
2070109755,广汽传祺GA5,2012/11/30,340
2070109755,广汽传祺GA5,2012/10/31,413
2070109755,广汽传祺GA5,2012/9/30,606
2070109755,广汽传祺GA5,2012/8/31,249
2070109755,广汽传祺GA5,2012/7/31,250
2070109755,广汽传祺GA5,2012/6/30,1028
2070109755,广汽传祺GA5,2012/5/31,1228
2070109755,广汽传祺GA5,2012/4/30,1344
2070109755,广汽传祺GA5,2012/3/31,1512
2070109755,广汽传祺GA5,2012/2/29,1250
2070109755,广汽传祺GA5,2012/1/31,588
2070109755,广汽传祺GA5,2011/12/31,2963
2070109755,广汽传祺GA5,2011/11/30,1704
2070109755,广汽传祺GA5,2011/10/31,1439
2070109755,广汽传祺GA5,2011/9/30,1448
2070109755,广汽传祺GA5,2011/8/31,811
2070109755,广汽传祺GA5,2011/7/31,700
2070109755,广汽传祺GA5,2011/6/30,1220
2070109755,广汽传祺GA5,2011/5/31,1205
2070109755,广汽传祺GA5,2011/4/30,1445
2070109755,广汽传祺GA5,2011/3/31,3218
2070109755,广汽传祺GA5,2011/2/28,2068
2070109755,广汽传祺GA5,2011/1/31,2856
2070105603,广汽传祺GA3,2016/8/31,1209
2070105603,广汽传祺GA3,2016/7/31,375
2070105603,广汽传祺GA3,2016/6/30,396
2070105603,广汽传祺GA3,2016/5/31,1384
2070105603,广汽传祺GA3,2016/4/30,769
2070105603,广汽传祺GA3,2016/3/31,406
2070105603,广汽传祺GA3,2016/2/29,140
2070105603,广汽传祺GA3,2016/1/31,688
2070105603,广汽传祺GA3,2015/12/31,415
2070105603,广汽传祺GA3,2015/11/30,1130
2070105603,广汽传祺GA3,2015/10/31,1311
2070105603,广汽传祺GA3,2015/9/30,1170
2070105603,广汽传祺GA3,2015/8/31,521
2070105603,广汽传祺GA3,2015/7/31,524
2070105603,广汽传祺GA3,2015/6/30,544
2070105603,广汽传祺GA3,2015/5/31,1499
2070105603,广汽传祺GA3,2015/4/30,2111
2070105603,广汽传祺GA3,2015/3/31,3768
2070105603,广汽传祺GA3,2015/2/28,3364
2070105603,广汽传祺GA3,2015/1/31,5071
2070105603,广汽传祺GA3,2014/12/31,8555
2070105603,广汽传祺GA3,2014/11/30,5834
2070105603,广汽传祺GA3,2014/10/31,5160
2070105603,广汽传祺GA3,2014/9/30,4398
2070105603,广汽传祺GA3,2014/8/31,2054
2070105603,广汽传祺GA3,2014/7/31,648
2070105603,广汽传祺GA3,2014/6/30,1729
2070105603,广汽传祺GA3,2014/5/31,1997
2070105603,广汽传祺GA3,2014/4/30,1513
2070105603,广汽传祺GA3,2014/3/31,1854
2070105603,广汽传祺GA3,2014/2/28,1423
2070105603,广汽传祺GA3,2014/1/31,1900
2070105603,广汽传祺GA3,2013/12/31,4402
2070105603,广汽传祺GA3,2013/11/30,2730
2070105603,广汽传祺GA3,2013/10/31,1979
2070105603,广汽传祺GA3,2013/9/30,1961
2070105603,广汽传祺GA3,2013/8/31,609
2070105603,广汽传祺GA3,2013/7/31,119
2070109804,起亚K3S,2016/8/31,18
2070109804,起亚K3S,2016/7/31,36
2070109804,起亚K3S,2016/6/30,3
2070109804,起亚K3S,2016/5/31,19
2070109804,起亚K3S,2016/4/30,39
2070109804,起亚K3S,2016/3/31,165
2070109804,起亚K3S,2016/2/29,64
2070109804,起亚K3S,2016/1/31,140
2070109804,起亚K3S,2015/12/31,937
2070109804,起亚K3S,2015/11/30,231
2070109804,起亚K3S,2015/10/31,41
2070109804,起亚K3S,2015/9/30,29
2070109804,起亚K3S,2015/8/31,56
2070109804,起亚K3S,2015/7/31,91
2070109804,起亚K3S,2015/6/30,1242
2070109804,起亚K3S,2015/5/31,937
2070109804,起亚K3S,2015/4/30,1104
2070109804,起亚K3S,2015/3/31,1602
2070109804,起亚K3S,2015/2/28,1180
2070109804,起亚K3S,2015/1/31,1424
2070109804,起亚K3S,2014/12/31,1717
2070109804,起亚K3S,2014/11/30,1593
2070109804,起亚K3S,2014/10/31,1750
2070109804,起亚K3S,2014/9/30,2218
2070109804,起亚K3S,2014/8/31,2737
2070109804,起亚K3S,2014/7/31,2343
2070109804,起亚K3S,2014/6/30,2915
2070109804,起亚K3S,2014/5/31,2517
2070109804,起亚K3S,2014/4/30,2945
2070105679,海马M6,2016/8/31,118
2070105679,海马M6,2016/7/31,200
2070105679,海马M6,2016/6/30,1225
2070105679,海马M6,2016/5/31,1148
2070105679,海马M6,2016/4/30,1534
2070105679,海马M6,2016/3/31,815
2070105679,海马M6,2016/2/29,611
2070105679,海马M6,2016/1/31,1118
2070105679,海马M6,2015/12/31,1149
2070105679,海马M6,2015/11/30,754
2070105679,海马M6,2015/10/31,699
2070105679,海马M6,2015/9/30,871
2070105679,海马M6,2015/8/31,1350
2070105679,海马M6,2015/7/31,1218
2070105679,海马M6,2015/6/30,2038
2070105679,海马M6,2015/5/31,2056
2070105679,海马M6,2015/4/30,905
2070105638,海马M3,2016/8/31,1817
2070105638,海马M3,2016/7/31,1350
2070105638,海马M3,2016/6/30,2687
2070105638,海马M3,2016/5/31,1775
2070105638,海马M3,2016/4/30,2826
2070105638,海马M3,2016/3/31,3415
2070105638,海马M3,2016/2/29,2661
2070105638,海马M3,2016/1/31,4550
2070105638,海马M3,2015/12/31,3891
2070105638,海马M3,2015/11/30,3700
2070105638,海马M3,2015/10/31,3127
2070105638,海马M3,2015/9/30,2989
2070105638,海马M3,2015/8/31,2708
2070105638,海马M3,2015/7/31,1302
2070105638,海马M3,2015/6/30,1166
2070105638,海马M3,2015/5/31,725
2070105638,海马M3,2015/4/30,1843
2070105638,海马M3,2015/3/31,3411
2070105638,海马M3,2015/2/28,2939
2070105638,海马M3,2015/1/31,4193
2070105638,海马M3,2014/12/31,3377
2070105638,海马M3,2014/11/30,2882
2070105638,海马M3,2014/10/31,3449
2070105638,海马M3,2014/9/30,1933
2070105638,海马M3,2014/8/31,1990
2070105638,海马M3,2014/7/31,2940
2070105638,海马M3,2014/6/30,2446
2070105638,海马M3,2014/5/31,4664
2070105638,海马M3,2014/4/30,3114
2070105638,海马M3,2014/3/31,7964
2070105638,海马M3,2014/2/28,4663
2070105638,海马M3,2014/1/31,9891
2070105638,海马M3,2013/12/31,8410
2070105638,海马M3,2013/11/30,6526
2070105638,海马M3,2013/10/31,6571
2070105638,海马M3,2013/9/30,5800
2070105638,海马M3,2013/8/31,4253
2070105638,海马M3,2013/7/31,3481
2070105638,海马M3,2013/6/30,3080
2070105638,海马M3,2013/5/31,3198
2070105638,海马M3,2013/4/30,1867
2070105702,红旗H7,2016/8/31,301
2070105702,红旗H7,2016/7/31,717
2070105702,红旗H7,2016/6/30,376
2070105702,红旗H7,2016/4/30,260
2070105702,红旗H7,2016/3/31,422
2070105702,红旗H7,2016/2/29,162
2070105702,红旗H7,2016/1/31,291
2070105702,红旗H7,2015/12/31,558
2070105702,红旗H7,2015/11/30,451
2070105702,红旗H7,2015/10/31,462
2070105702,红旗H7,2015/9/30,1041
2070105702,红旗H7,2015/8/31,211
2070105702,红旗H7,2015/7/31,525
2070105702,红旗H7,2015/6/30,381
2070105702,红旗H7,2015/5/31,258
2070105702,红旗H7,2015/4/30,307
2070105702,红旗H7,2015/3/31,359
2070105702,红旗H7,2015/2/28,201
2070105702,红旗H7,2015/1/31,283
2070105702,红旗H7,2014/12/31,363
2070105702,红旗H7,2014/11/30,235
2070105702,红旗H7,2014/10/31,298
2070105702,红旗H7,2014/9/30,228
2070105702,红旗H7,2014/8/31,136
2070105702,红旗H7,2014/7/31,226
2070105702,红旗H7,2014/6/30,192
2070105702,红旗H7,2014/5/31,173
2070105702,红旗H7,2014/4/30,213
2070105702,红旗H7,2014/3/31,470
2070105702,红旗H7,2014/2/28,74
2070105702,红旗H7,2014/1/31,100
2070105702,红旗H7,2013/12/31,566
2070105702,红旗H7,2013/11/30,662
2070105702,红旗H7,2013/10/31,300
2070105702,红旗H7,2013/9/30,212
2070105702,红旗H7,2013/8/31,324
2070105702,红旗H7,2013/7/31,319
2070105702,红旗H7,2013/6/30,155
2070105702,红旗H7,2013/5/31,86
2070105702,红旗H7,2013/4/30,23
2070105702,红旗H7,2013/3/31,210
2070105702,红旗H7,2013/2/28,22
2070105702,红旗H7,2013/1/31,82
2070105702,红旗H7,2012/12/31,37
2070105702,红旗H7,2012/11/30,32
2070105702,红旗H7,2012/10/31,39
2070105702,红旗H7,2012/9/30,19
2070109783,猎豹Q6,2016/8/31,673
2070109783,猎豹Q6,2016/5/31,722
2070109783,猎豹Q6,2015/5/31,355
2070109783,猎豹Q6,2015/4/30,42
2070109783,猎豹Q6,2015/3/31,51
2070109783,猎豹Q6,2015/2/28,3
2070109783,猎豹Q6,2015/1/31,156
2070109783,猎豹Q6,2014/12/31,896
2070109783,猎豹Q6,2014/11/30,180
2070109783,猎豹Q6,2014/9/30,229
2070109783,猎豹Q6,2014/8/31,254
2070109783,猎豹Q6,2014/7/31,865
2070109783,猎豹Q6,2014/6/30,45
2070109783,猎豹Q6,2014/5/31,5
2070105710,华泰B11,2016/8/31,436
2070105710,华泰B11,2016/7/31,338
2070105710,华泰B11,2015/12/31,78
2070105710,华泰B11,2015/11/30,152
2070105710,华泰B11,2015/10/31,16
2070105710,华泰B11,2015/9/30,14
2070105710,华泰B11,2015/8/31,5
2070105710,华泰B11,2015/7/31,5
2070105710,华泰B11,2015/6/30,6
2070105710,华泰B11,2015/5/31,45
2070105710,华泰B11,2015/4/30,83
2070105710,华泰B11,2015/3/31,31
2070105710,华泰B11,2015/2/28,37
2070105710,华泰B11,2015/1/31,123
2070105710,华泰B11,2014/12/31,11
2070105710,华泰B11,2014/11/30,11
2070105710,华泰B11,2014/6/30,1
2070105710,华泰B11,2014/5/31,38
2070105710,华泰B11,2014/2/28,43
2070105710,华泰B11,2013/12/31,10
2070105710,华泰B11,2013/9/30,1
2070105710,华泰B11,2013/7/31,2
2070105710,华泰B11,2013/6/30,4
2070105710,华泰B11,2013/4/30,2
2070105710,华泰B11,2013/3/31,1
2070105710,华泰B11,2013/2/28,8
2070105710,华泰B11,2013/1/31,23
2070105710,华泰B11,2012/12/31,1
2070105710,华泰B11,2012/11/30,29
2070105710,华泰B11,2012/10/31,1
2070105710,华泰B11,2012/9/30,1
2070105710,华泰B11,2012/8/31,4
2070105710,华泰B11,2012/7/31,6
2070105710,华泰B11,2012/6/30,6
2070105710,华泰B11,2012/5/31,3
2070105710,华泰B11,2012/4/30,11
2070105710,华泰B11,2012/3/31,25
2070105710,华泰B11,2012/2/29,18
2070105710,华泰B11,2012/1/31,26
2070105710,华泰B11,2011/12/31,54
2070105710,华泰B11,2011/11/30,58
2070105710,华泰B11,2011/10/31,45
2070105710,华泰B11,2011/9/30,30
2070105710,华泰B11,2011/8/31,27
2070105710,华泰B11,2011/7/31,16
2070105710,华泰B11,2011/6/30,51
2070105710,华泰B11,2011/4/30,858
2070105710,华泰B11,2011/3/31,860
2070105710,华泰B11,2011/2/28,868
2070105710,华泰B11,2011/1/31,450
2070116059,路虎发现神行,2016/8/31,2758
2070116059,路虎发现神行,2016/7/31,2440
2070116059,路虎发现神行,2016/6/30,2329
2070116059,路虎发现神行,2016/5/31,3842
2070104376,宝骏730,2016/8/31,28928
2070104376,宝骏730,2016/7/31,18238
2070104376,宝骏730,2016/6/30,17160
2070104376,宝骏730,2016/5/31,14060
2070104376,宝骏730,2016/4/30,15072
2070104376,宝骏730,2016/3/31,28077
2070104376,宝骏730,2016/2/29,29711
2070104376,宝骏730,2016/1/31,40015
2070104376,宝骏730,2015/12/31,47690
2070104376,宝骏730,2015/11/30,25003
2070104376,宝骏730,2015/10/31,22502
2070104376,宝骏730,2015/9/30,21963
2070104376,宝骏730,2015/8/31,22915
2070104376,宝骏730,2015/7/31,22960
2070104376,宝骏730,2015/6/30,21501
2070104376,宝骏730,2015/5/31,26006
2070104376,宝骏730,2015/4/30,26003
2070104376,宝骏730,2015/3/31,30008
2070104376,宝骏730,2015/2/28,24502
2070104376,宝骏730,2015/1/31,30016
2070104376,宝骏730,2014/12/31,31472
2070104376,宝骏730,2014/11/30,30089
2070104376,宝骏730,2014/10/31,25506
2070104376,宝骏730,2014/9/30,21016
2070104376,宝骏730,2014/8/31,12006
2070105991,力帆520,2016/5/31,2
2070105991,力帆520,2015/5/31,4
2070105991,力帆520,2014/12/31,80
2070105991,力帆520,2014/11/30,57
2070105991,力帆520,2014/10/31,48
2070105991,力帆520,2014/9/30,14
2070105991,力帆520,2014/7/31,18
2070105991,力帆520,2014/6/30,3
2070105991,力帆520,2014/5/31,13
2070105991,力帆520,2014/3/31,67
2070105991,力帆520,2014/2/28,146
2070105991,力帆520,2014/1/31,622
2070105991,力帆520,2013/12/31,826
2070105991,力帆520,2013/11/30,661
2070105991,力帆520,2013/10/31,641
2070105991,力帆520,2013/9/30,176
2070105991,力帆520,2013/8/31,120
2070105991,力帆520,2013/7/31,309
2070105991,力帆520,2013/6/30,358
2070105991,力帆520,2013/5/31,1666
2070105991,力帆520,2013/4/30,202
2070105991,力帆520,2013/3/31,536
2070105991,力帆520,2013/2/28,425
2070105991,力帆520,2013/1/31,564
2070105991,力帆520,2012/12/31,1335
2070105991,力帆520,2012/11/30,980
2070105991,力帆520,2012/10/31,806
2070105991,力帆520,2012/9/30,974
2070105991,力帆520,2012/8/31,938
2070105991,力帆520,2012/7/31,268
2070105991,力帆520,2012/6/30,376
2070105991,力帆520,2012/5/31,661
2070105991,力帆520,2012/4/30,685
2070105991,力帆520,2012/3/31,768
2070105991,力帆520,2012/2/29,705
2070105991,力帆520,2012/1/31,689
2070105991,力帆520,2011/12/31,596
2070105991,力帆520,2011/11/30,541
2070105991,力帆520,2011/10/31,420
2070105991,力帆520,2011/9/30,404
2070105991,力帆520,2011/8/31,558
2070105991,力帆520,2011/7/31,288
2070105991,力帆520,2011/6/30,940
2070105991,力帆520,2011/5/31,1374
2070105991,力帆520,2011/4/30,1543
2070105991,力帆520,2011/3/31,1028
2070105991,力帆520,2011/2/28,376
2070105991,力帆520,2011/1/31,520
2070105991,力帆520,2010/12/31,883
2070105991,力帆520,2010/11/30,262
2070105991,力帆520,2010/10/31,2301
2070105991,力帆520,2010/9/30,985
2070105991,力帆520,2010/8/31,1180
2070105991,力帆520,2010/7/31,1242
2070105991,力帆520,2010/6/30,2794
2070105991,力帆520,2010/5/31,3082
2070105991,力帆520,2010/4/30,266
2070105991,力帆520,2010/3/31,742
2070105991,力帆520,2010/2/28,710
2070105991,力帆520,2010/1/31,1412
2070105991,力帆520,2009/12/31,1305
2070105991,力帆520,2009/11/30,502
2070105991,力帆520,2009/10/31,2393
2070105991,力帆520,2009/9/30,799
2070105991,力帆520,2009/8/31,556
2070105991,力帆520,2009/7/31,791
2070105991,力帆520,2009/6/30,1016
2070105991,力帆520,2009/5/31,958
2070105991,力帆520,2009/4/30,1079
2070105991,力帆520,2009/3/31,1355
2070105991,力帆520,2009/2/28,1636
2070105991,力帆520,2009/1/31,2193
2070105991,力帆520,2008/12/31,2240
2070105991,力帆520,2008/11/30,1234
2070105991,力帆520,2008/10/31,1330
2070105991,力帆520,2008/9/30,2948
2070105991,力帆520,2008/8/31,3113
2070105991,力帆520,2008/7/31,3842
2070105991,力帆520,2008/6/30,3333
2070105991,力帆520,2008/5/31,3384
2070105991,力帆520,2008/4/30,2524
2070105991,力帆520,2008/3/31,2794
2070105991,力帆520,2008/2/29,2300
2070105991,力帆520,2008/1/31,1645
2070105991,力帆520,2007/12/31,4541
2070105991,力帆520,2007/11/30,4214
2070105991,力帆520,2007/10/31,1540
2070105991,力帆520,2007/9/30,2149
2070105991,力帆520,2007/8/31,1492
2070105991,力帆520,2007/7/31,2158
2070105991,力帆520,2007/6/30,2971
2070105991,力帆520,2007/5/31,1752
2070105991,力帆520,2007/4/30,1666
2070105991,力帆520,2007/3/31,1367
2070105991,力帆520,2007/2/28,3100
2070105991,力帆520,2007/1/31,3151
2070106117,铃木雨燕,2016/8/31,1333
2070106117,铃木雨燕,2016/7/31,1354
2070106117,铃木雨燕,2016/6/30,1639
2070106117,铃木雨燕,2016/5/31,731
2070106117,铃木雨燕,2016/4/30,1739
2070106117,铃木雨燕,2016/3/31,1748
2070106117,铃木雨燕,2016/2/29,937
2070106117,铃木雨燕,2016/1/31,2229
2070106117,铃木雨燕,2015/12/31,950
2070106117,铃木雨燕,2015/11/30,1810
2070106117,铃木雨燕,2015/10/31,1788
2070106117,铃木雨燕,2015/9/30,1623
2070106117,铃木雨燕,2015/8/31,1251
2070106117,铃木雨燕,2015/7/31,987
2070106117,铃木雨燕,2015/6/30,1806
2070106117,铃木雨燕,2015/5/31,2000
2070106117,铃木雨燕,2015/4/30,2149
2070106117,铃木雨燕,2015/3/31,2846
2070106117,铃木雨燕,2015/2/28,1435
2070106117,铃木雨燕,2015/1/31,3215
2070106117,铃木雨燕,2014/12/31,3411
2070106117,铃木雨燕,2014/11/30,1805
2070106117,铃木雨燕,2014/10/31,2535
2070106117,铃木雨燕,2014/9/30,2804
2070106117,铃木雨燕,2014/8/31,2853
2070106117,铃木雨燕,2014/7/31,2113
2070106117,铃木雨燕,2014/6/30,4589
2070106117,铃木雨燕,2014/5/31,4134
2070106117,铃木雨燕,2014/4/30,3577
2070106117,铃木雨燕,2014/3/31,2656
2070106117,铃木雨燕,2014/2/28,2080
2070106117,铃木雨燕,2014/1/31,2511
2070106117,铃木雨燕,2013/12/31,3120
2070106117,铃木雨燕,2013/11/30,2713
2070106117,铃木雨燕,2013/10/31,2878
2070106117,铃木雨燕,2013/9/30,2382
2070106117,铃木雨燕,2013/8/31,1312
2070106117,铃木雨燕,2013/7/31,1982
2070106117,铃木雨燕,2013/6/30,2375
2070106117,铃木雨燕,2013/5/31,2871
2070106117,铃木雨燕,2013/4/30,2745
2070106117,铃木雨燕,2013/3/31,3051
2070106117,铃木雨燕,2013/2/28,1633
2070106117,铃木雨燕,2013/1/31,3471
2070106117,铃木雨燕,2012/12/31,1909
2070106117,铃木雨燕,2012/11/30,1681
2070106117,铃木雨燕,2012/10/31,1118
2070106117,铃木雨燕,2012/9/30,1689
2070106117,铃木雨燕,2012/8/31,2662
2070106117,铃木雨燕,2012/7/31,1175
2070106117,铃木雨燕,2012/6/30,4081
2070106117,铃木雨燕,2012/5/31,3799
2070106117,铃木雨燕,2012/4/30,3706
2070106117,铃木雨燕,2012/3/31,3879
2070106117,铃木雨燕,2012/2/29,4253
2070106117,铃木雨燕,2012/1/31,3639
2070106117,铃木雨燕,2011/12/31,4286
2070106117,铃木雨燕,2011/11/30,4062
2070106117,铃木雨燕,2011/10/31,3313
2070106117,铃木雨燕,2011/9/30,3504
2070106117,铃木雨燕,2011/8/31,2580
2070106117,铃木雨燕,2011/7/31,2738
2070106117,铃木雨燕,2011/6/30,3079
2070106117,铃木雨燕,2011/5/31,3342
2070106117,铃木雨燕,2011/4/30,3838
2070106117,铃木雨燕,2011/3/31,4030
2070106117,铃木雨燕,2011/2/28,3269
2070106117,铃木雨燕,2011/1/31,4428
2070106117,铃木雨燕,2010/12/31,3434
2070106117,铃木雨燕,2010/11/30,5063
2070106117,铃木雨燕,2010/10/31,3185
2070106117,铃木雨燕,2010/9/30,3650
2070106117,铃木雨燕,2010/8/31,4148
2070106117,铃木雨燕,2010/7/31,2981
2070106117,铃木雨燕,2010/6/30,3953
2070106117,铃木雨燕,2010/5/31,4603
2070106117,铃木雨燕,2010/4/30,4777
2070106117,铃木雨燕,2010/3/31,5475
2070106117,铃木雨燕,2010/2/28,4178
2070106117,铃木雨燕,2010/1/31,5542
2070106117,铃木雨燕,2009/12/31,3252
2070106117,铃木雨燕,2009/11/30,4018
2070106117,铃木雨燕,2009/10/31,3733
2070106117,铃木雨燕,2009/9/30,3444
2070106117,铃木雨燕,2009/8/31,3499
2070106117,铃木雨燕,2009/7/31,2538
2070106117,铃木雨燕,2009/6/30,2543
2070106117,铃木雨燕,2009/5/31,1820
2070106117,铃木雨燕,2009/4/30,1964
2070106117,铃木雨燕,2009/3/31,2246
2070106117,铃木雨燕,2009/2/28,1580
2070106117,铃木雨燕,2009/1/31,1357
2070106117,铃木雨燕,2008/12/31,803
2070106117,铃木雨燕,2008/11/30,1109
2070106117,铃木雨燕,2008/10/31,1189
2070106117,铃木雨燕,2008/9/30,1628
2070106117,铃木雨燕,2008/8/31,981
2070106117,铃木雨燕,2008/7/31,997
2070106117,铃木雨燕,2008/6/30,1628
2070106117,铃木雨燕,2008/5/31,1356
2070106117,铃木雨燕,2008/4/30,1225
2070106117,铃木雨燕,2008/3/31,1740
2070106117,铃木雨燕,2008/2/29,1389
2070106117,铃木雨燕,2008/1/31,2283
2070106117,铃木雨燕,2007/12/31,825
2070106117,铃木雨燕,2007/11/30,478
2070106117,铃木雨燕,2007/10/31,857
2070106117,铃木雨燕,2007/9/30,1509
2070106117,铃木雨燕,2007/8/31,1407
2070106117,铃木雨燕,2007/7/31,881
2070106117,铃木雨燕,2007/6/30,1849
2070106117,铃木雨燕,2007/5/31,1979
2070106117,铃木雨燕,2007/4/30,1317
2070106117,铃木雨燕,2007/3/31,1799
2070106117,铃木雨燕,2007/2/28,1032
2070106117,铃木雨燕,2007/1/31,1651
2070109802,奇瑞QQ3,2016/7/31,407
2070109802,奇瑞QQ3,2016/6/30,51
2070109802,奇瑞QQ3,2016/5/31,73
2070109802,奇瑞QQ3,2016/4/30,113
2070109802,奇瑞QQ3,2016/3/31,151
2070109802,奇瑞QQ3,2016/2/29,116
2070109802,奇瑞QQ3,2016/1/31,149
2070109802,奇瑞QQ3,2015/12/31,2701
2070109802,奇瑞QQ3,2015/11/30,715
2070109802,奇瑞QQ3,2015/10/31,594
2070109802,奇瑞QQ3,2015/9/30,577
2070109802,奇瑞QQ3,2015/8/31,505
2070109802,奇瑞QQ3,2015/7/31,487
2070109802,奇瑞QQ3,2015/6/30,575
2070109802,奇瑞QQ3,2015/5/31,650
2070109802,奇瑞QQ3,2015/4/30,1121
2070109802,奇瑞QQ3,2015/3/31,952
2070109802,奇瑞QQ3,2015/2/28,749
2070109802,奇瑞QQ3,2015/1/31,1167
2070109802,奇瑞QQ3,2014/12/31,4472
2070109802,奇瑞QQ3,2014/11/30,3188
2070109802,奇瑞QQ3,2014/10/31,4146
2070109802,奇瑞QQ3,2014/9/30,5544
2070109802,奇瑞QQ3,2014/8/31,1688
2070109802,奇瑞QQ3,2014/7/31,2599
2070109802,奇瑞QQ3,2014/6/30,1802
2070109802,奇瑞QQ3,2014/5/31,2221
2070109802,奇瑞QQ3,2014/4/30,5241
2070109802,奇瑞QQ3,2014/3/31,6953
2070109802,奇瑞QQ3,2014/2/28,4189
2070109802,奇瑞QQ3,2014/1/31,6151
2070109802,奇瑞QQ3,2013/12/31,11818
2070109802,奇瑞QQ3,2013/11/30,11785
2070109802,奇瑞QQ3,2013/10/31,7384
2070109802,奇瑞QQ3,2013/9/30,7374
2070109802,奇瑞QQ3,2013/8/31,7007
2070109802,奇瑞QQ3,2013/7/31,5862
2070109802,奇瑞QQ3,2013/6/30,6510
2070109802,奇瑞QQ3,2013/5/31,9463
2070109802,奇瑞QQ3,2013/4/30,9785
2070109802,奇瑞QQ3,2013/3/31,12739
2070109802,奇瑞QQ3,2013/2/28,9764
2070109802,奇瑞QQ3,2013/1/31,17441
2070109802,奇瑞QQ3,2012/12/31,14754
2070109802,奇瑞QQ3,2012/11/30,16670
2070109802,奇瑞QQ3,2012/10/31,12290
2070109802,奇瑞QQ3,2012/9/30,14864
2070109802,奇瑞QQ3,2012/8/31,7912
2070109802,奇瑞QQ3,2012/7/31,10179
2070109802,奇瑞QQ3,2012/6/30,11043
2070109802,奇瑞QQ3,2012/5/31,11847
2070109802,奇瑞QQ3,2012/4/30,12423
2070109802,奇瑞QQ3,2012/3/31,12973
2070109802,奇瑞QQ3,2012/2/29,11234
2070109802,奇瑞QQ3,2012/1/31,7613
2070109802,奇瑞QQ3,2011/12/31,13502
2070109802,奇瑞QQ3,2011/11/30,14359
2070109802,奇瑞QQ3,2011/10/31,11231
2070109802,奇瑞QQ3,2011/9/30,14769
2070109802,奇瑞QQ3,2011/8/31,9870
2070109802,奇瑞QQ3,2011/7/31,9686
2070109802,奇瑞QQ3,2011/6/30,12315
2070109802,奇瑞QQ3,2011/5/31,11533
2070109802,奇瑞QQ3,2011/4/30,12462
2070109802,奇瑞QQ3,2011/3/31,13840
2070109802,奇瑞QQ3,2011/2/28,9555
